#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS16	EIF3A	9606.ENSP00000251453	9606.ENSP00000358140	0	0	0	0	0.663	0.919	0.600	0.044	0.988
RPS16	EIF3B	9606.ENSP00000251453	9606.ENSP00000354125	0	0	0	0	0.774	0.871	0.600	0.114	0.988
RPS16	EIF3M	9606.ENSP00000251453	9606.ENSP00000436049	0	0	0	0	0.862	0.822	0.600	0.081	0.989
RPS16	RPL36A	9606.ENSP00000251453	9606.ENSP00000404375	0	0	0	0	0.783	0.952	0	0.304	0.992
RPS16	RPL26L1	9606.ENSP00000251453	9606.ENSP00000428223	0.111	0	0	0	0.826	0.921	0	0.478	0.992
RPS16	EIF3F	9606.ENSP00000251453	9606.ENSP00000431800	0	0	0	0	0.895	0.823	0.600	0.297	0.994
RPS16	EIF3G	9606.ENSP00000251453	9606.ENSP00000253108	0	0	0	0	0.945	0.871	0.600	0	0.996
RPS16	EIF2S1	9606.ENSP00000251453	9606.ENSP00000256383	0	0	0	0	0.868	0.940	0.600	0.180	0.997
RPS16	EIF3I	9606.ENSP00000251453	9606.ENSP00000362688	0	0	0	0	0.954	0.875	0.600	0	0.997
RPS16	RPL18	9606.ENSP00000251453	9606.ENSP00000447001	0.185	0	0	0	0.993	0.997	0	0.820	0.999
RPS16	RPS27A	9606.ENSP00000251453	9606.ENSP00000272317	0	0	0	0	0.984	0.995	0.900	0.186	0.999
RPS16	RPS11	9606.ENSP00000251453	9606.ENSP00000270625	0.185	0	0	0	0.997	0.996	0.900	0.791	0.999
RPS16	RPL10A	9606.ENSP00000251453	9606.ENSP00000363018	0.135	0	0	0	0.995	0.997	0	0.265	0.999
RPS16	RPS26	9606.ENSP00000251453	9606.ENSP00000348849	0	0	0	0	0.992	0.996	0.900	0.614	0.999
RPS16	RPL8	9606.ENSP00000251453	9606.ENSP00000262584	0.135	0	0	0	0.995	0.996	0	0.762	0.999
RPS16	RPL22	9606.ENSP00000251453	9606.ENSP00000346088	0	0	0	0	0.922	0.997	0	0.784	0.999
RPS16	RPL6	9606.ENSP00000251453	9606.ENSP00000403172	0.111	0	0	0	0.994	0.996	0	0.783	0.999
RPS16	RPLP0	9606.ENSP00000251453	9606.ENSP00000449328	0.135	0	0	0	0.995	0.996	0	0.269	0.999
RPS16	RPL29	9606.ENSP00000251453	9606.ENSP00000418868	0	0	0	0	0.978	0.995	0	0.593	0.999
RPS16	RPL35	9606.ENSP00000251453	9606.ENSP00000259469	0.185	0	0	0	0.991	0.995	0	0.714	0.999
RPS16	RPL26	9606.ENSP00000251453	9606.ENSP00000463784	0.111	0	0	0	0.989	0.985	0	0.624	0.999
RPS16	RPL11	9606.ENSP00000251453	9606.ENSP00000363676	0.185	0	0	0	0.997	0.996	0	0.556	0.999
RPS16	RPSA	9606.ENSP00000251453	9606.ENSP00000346067	0.081	0	0	0	0.990	0.988	0.900	0.480	0.999
RPS16	RPL31	9606.ENSP00000251453	9606.ENSP00000386717	0	0	0	0	0.991	0.996	0	0.427	0.999
RPS16	RPS21	9606.ENSP00000251453	9606.ENSP00000345957	0	0	0	0	0.983	0.995	0.900	0.713	0.999
RPS16	RPS23	9606.ENSP00000251453	9606.ENSP00000296674	0.135	0	0	0	0.989	0.996	0.900	0.801	0.999
RPS16	RPS29	9606.ENSP00000251453	9606.ENSP00000379339	0.135	0	0	0	0.989	0.995	0.900	0.765	0.999
RPS16	RPL38	9606.ENSP00000251453	9606.ENSP00000309830	0	0	0	0	0.978	0.995	0	0.396	0.999
RPS16	RPL37	9606.ENSP00000251453	9606.ENSP00000274242	0	0	0	0	0.897	0.987	0	0.469	0.999
RPS16	RPL36	9606.ENSP00000251453	9606.ENSP00000464342	0	0	0	0	0.985	0.997	0	0.840	0.999
RPS16	RPS28	9606.ENSP00000251453	9606.ENSP00000472469	0	0	0	0	0.983	0.995	0.900	0.639	0.999
RPS16	RPL15	9606.ENSP00000251453	9606.ENSP00000309334	0	0	0	0	0.992	0.997	0	0.736	0.999
RPS16	RPL35A	9606.ENSP00000251453	9606.ENSP00000419117	0	0	0	0	0.997	0.995	0	0.609	0.999
RPS16	RPL30	9606.ENSP00000251453	9606.ENSP00000428085	0.183	0	0	0	0.995	0.997	0	0.784	0.999
RPS16	RPL32	9606.ENSP00000251453	9606.ENSP00000416429	0	0	0	0	0.979	0.997	0	0.913	0.999
RPS16	RPL9	9606.ENSP00000251453	9606.ENSP00000400467	0.185	0	0	0	0.994	0.996	0	0.606	0.999
RPS16	RPL24	9606.ENSP00000251453	9606.ENSP00000377640	0	0	0	0	0.977	0.997	0	0.626	0.999
RPS16	RPL39	9606.ENSP00000251453	9606.ENSP00000355315	0.075	0	0	0	0.935	0.987	0	0.441	0.999
RPS16	RPLP1	9606.ENSP00000251453	9606.ENSP00000346037	0	0	0	0	0.986	0.997	0	0.394	0.999
RPS16	RPL17	9606.ENSP00000251453	9606.ENSP00000397798	0.081	0	0	0	0.979	0.982	0	0.228	0.999
RPS21	EIF3D	9606.ENSP00000345957	9606.ENSP00000216190	0	0	0	0	0.400	0.822	0.600	0	0.953
RPS21	EIF5	9606.ENSP00000345957	9606.ENSP00000216554	0	0	0	0	0.268	0.389	0	0.096	0.560
RPS21	EIF3E	9606.ENSP00000345957	9606.ENSP00000220849	0	0	0	0	0.344	0.822	0.600	0.102	0.952
RPS21	RPL18A	9606.ENSP00000345957	9606.ENSP00000222247	0	0	0	0	0.988	0.995	0.900	0.102	0.999
RPS21	RPL19	9606.ENSP00000345957	9606.ENSP00000225430	0	0	0	0	0.986	0.995	0.900	0.587	0.999
RPS21	RPS12	9606.ENSP00000345957	9606.ENSP00000230050	0	0	0	0	0.992	0.995	0.900	0.221	0.999
RPS21	EIF3K	9606.ENSP00000345957	9606.ENSP00000248342	0	0	0	0	0.768	0.822	0.600	0	0.982
RPS21	RPS16	9606.ENSP00000345957	9606.ENSP00000251453	0	0	0	0	0.983	0.995	0.900	0.713	0.999
RPS21	DHX29	9606.ENSP00000345957	9606.ENSP00000251636	0	0	0	0	0.056	0	0.720	0	0.724
RPS21	EIF2S3	9606.ENSP00000345957	9606.ENSP00000253039	0	0	0	0	0.305	0.800	0.600	0.101	0.943
RPS21	EIF3G	9606.ENSP00000345957	9606.ENSP00000253108	0	0	0	0	0.831	0.871	0.600	0	0.990
RPS21	EIF2S1	9606.ENSP00000345957	9606.ENSP00000256383	0	0	0	0	0.524	0.822	0.600	0	0.963
RPS21	RPL35	9606.ENSP00000345957	9606.ENSP00000259469	0	0	0	0	0.985	0.987	0	0.680	0.999
RPS21	EIF3J	9606.ENSP00000345957	9606.ENSP00000261868	0	0	0	0	0.102	0.871	0.600	0	0.949
RPS21	RPL8	9606.ENSP00000345957	9606.ENSP00000262584	0	0	0	0	0.994	0.987	0.900	0.609	0.999
RPS21	RPS11	9606.ENSP00000345957	9606.ENSP00000270625	0	0	0	0	0.993	0.996	0.900	0.689	0.999
RPS21	EIF2D	9606.ENSP00000345957	9606.ENSP00000271764	0	0	0	0	0.090	0.807	0	0	0.817
RPS21	RPS27A	9606.ENSP00000345957	9606.ENSP00000272317	0	0	0	0	0.972	0.987	0.900	0.358	0.999
RPS21	RPL37	9606.ENSP00000345957	9606.ENSP00000274242	0	0	0	0	0.922	0.987	0	0.135	0.999
RPS21	DENR	9606.ENSP00000345957	9606.ENSP00000280557	0	0	0	0	0.092	0.842	0	0.085	0.857
RPS21	EIF4A1	9606.ENSP00000345957	9606.ENSP00000293831	0	0	0	0	0.440	0.803	0	0.079	0.889
RPS21	RPS23	9606.ENSP00000345957	9606.ENSP00000296674	0	0	0	0	0.982	0.995	0.900	0.644	0.999
RPS21	RPL15	9606.ENSP00000345957	9606.ENSP00000309334	0	0	0	0	0.971	0.995	0	0.259	0.999
RPS21	RPL38	9606.ENSP00000345957	9606.ENSP00000309830	0	0	0	0	0.974	0.987	0.900	0.764	0.999
RPS21	DRG1	9606.ENSP00000345957	9606.ENSP00000329715	0	0	0	0	0.401	0	0	0	0.401
RPS21	EIF3C	9606.ENSP00000345957	9606.ENSP00000332604	0	0	0	0	0.295	0.906	0.600	0	0.971
RPS21	ZC3H15	9606.ENSP00000345957	9606.ENSP00000338788	0	0	0	0	0.496	0.104	0	0	0.529
RPS21	EIF3CL	9606.ENSP00000345957	9606.ENSP00000370258	0	0	0	0	0.122	0.551	0	0	0.588
RPS21	TMA7	9606.ENSP00000345957	9606.ENSP00000397843	0	0	0	0	0.676	0	0	0	0.676
RPS21	MCTS1	9606.ENSP00000345957	9606.ENSP00000360365	0	0	0	0	0.148	0.814	0	0	0.835
RPS21	EIF4G1	9606.ENSP00000345957	9606.ENSP00000416255	0	0	0	0	0.274	0.800	0	0.076	0.854
RPS21	ETF1	9606.ENSP00000345957	9606.ENSP00000353741	0	0	0	0	0.335	0.800	0	0.143	0.876
RPS21	GSPT1	9606.ENSP00000345957	9606.ENSP00000398131	0	0	0	0	0.219	0.838	0	0.128	0.880
RPS21	ENSP00000449026	9606.ENSP00000345957	9606.ENSP00000449026	0	0	0	0	0	0	0.900	0.298	0.926
RPS21	EIF3L	9606.ENSP00000345957	9606.ENSP00000485663	0	0	0	0	0.155	0.822	0.600	0	0.934
RPS21	ENSP00000485567	9606.ENSP00000345957	9606.ENSP00000485567	0	0	0	0	0.314	0	0.900	0.369	0.952
RPS21	EIF3M	9606.ENSP00000345957	9606.ENSP00000436049	0	0	0	0	0.392	0.822	0.600	0.044	0.953
RPS21	EIF3H	9606.ENSP00000345957	9606.ENSP00000429931	0	0	0	0	0.370	0.822	0.600	0.095	0.954
RPS21	EIF3F	9606.ENSP00000345957	9606.ENSP00000431800	0	0	0	0	0.448	0.822	0.600	0	0.957
RPS21	EIF2S2	9606.ENSP00000345957	9606.ENSP00000364119	0	0	0	0	0.416	0.842	0.600	0	0.960
RPS21	EIF3B	9606.ENSP00000345957	9606.ENSP00000354125	0	0	0	0	0.334	0.871	0.600	0	0.962
RPS21	RPL22L1	9606.ENSP00000345957	9606.ENSP00000346080	0	0	0	0	0.828	0.782	0	0.368	0.974
RPS21	RPL26L1	9606.ENSP00000345957	9606.ENSP00000428223	0	0	0	0	0.880	0.789	0	0.235	0.979
RPS21	EIF3I	9606.ENSP00000345957	9606.ENSP00000362688	0	0	0	0	0.625	0.871	0.600	0	0.979
RPS21	EIF3A	9606.ENSP00000345957	9606.ENSP00000358140	0	0	0	0	0.319	0.919	0.600	0.351	0.983
RPS21	RPL11	9606.ENSP00000345957	9606.ENSP00000363676	0	0	0	0	0.984	0.995	0.900	0.388	0.999
RPS21	RPL29	9606.ENSP00000345957	9606.ENSP00000418868	0	0	0	0	0.985	0.987	0	0.533	0.999
RPS21	RPL26	9606.ENSP00000345957	9606.ENSP00000463784	0	0	0	0	0.991	0.955	0	0.443	0.999
RPS21	RPLP0	9606.ENSP00000345957	9606.ENSP00000449328	0	0	0	0	0.979	0.994	0	0.503	0.999
RPS21	RPL18	9606.ENSP00000345957	9606.ENSP00000447001	0	0	0	0	0.953	0.995	0.900	0.678	0.999
RPS21	RPS29	9606.ENSP00000345957	9606.ENSP00000379339	0	0	0	0	0.996	0.995	0.900	0.484	0.999
RPS21	RPL10A	9606.ENSP00000345957	9606.ENSP00000363018	0	0	0	0	0.992	0.995	0.900	0.469	0.999
RPS21	RPSA	9606.ENSP00000345957	9606.ENSP00000346067	0	0	0	0	0.941	0.994	0.900	0.712	0.999
RPS21	RPL31	9606.ENSP00000345957	9606.ENSP00000386717	0	0	0	0	0.986	0.995	0.900	0.552	0.999
RPS21	RPL30	9606.ENSP00000345957	9606.ENSP00000428085	0	0	0	0	0.982	0.995	0.900	0.660	0.999
RPS21	RPL9	9606.ENSP00000345957	9606.ENSP00000400467	0	0	0	0	0.986	0.995	0	0.604	0.999
RPS21	RPL32	9606.ENSP00000345957	9606.ENSP00000416429	0	0	0	0	0.971	0.987	0.900	0.194	0.999
RPS21	RPL35A	9606.ENSP00000345957	9606.ENSP00000419117	0	0	0	0	0.991	0.987	0	0.391	0.999
RPS21	RPS26	9606.ENSP00000345957	9606.ENSP00000348849	0	0	0	0	0.970	0.995	0.900	0.691	0.999
RPS21	RPL36	9606.ENSP00000345957	9606.ENSP00000464342	0	0	0	0	0.991	0.987	0.900	0.629	0.999
RPS21	RPS28	9606.ENSP00000345957	9606.ENSP00000472469	0	0	0	0	0.992	0.995	0.900	0.761	0.999
RPS21	RPL6	9606.ENSP00000345957	9606.ENSP00000403172	0	0	0	0	0.978	0.992	0.900	0.411	0.999
RPS21	RPLP1	9606.ENSP00000345957	9606.ENSP00000346037	0	0	0	0	0.986	0.995	0	0.695	0.999
RPS21	RPL17	9606.ENSP00000345957	9606.ENSP00000397798	0	0	0	0	0.975	0.982	0	0.321	0.999
RPS21	RPL36A	9606.ENSP00000345957	9606.ENSP00000404375	0	0	0	0	0.834	0.952	0.900	0.507	0.999
RPS21	RPL39	9606.ENSP00000345957	9606.ENSP00000355315	0	0	0	0	0.968	0.987	0.900	0.641	0.999
RPS21	RPL24	9606.ENSP00000345957	9606.ENSP00000377640	0	0	0	0	0.977	0.995	0.900	0.572	0.999
RPS21	RPL22	9606.ENSP00000345957	9606.ENSP00000346088	0	0	0	0	0.946	0.995	0	0.481	0.999
RPS23	EIF3D	9606.ENSP00000296674	9606.ENSP00000216190	0	0	0	0	0.471	0.823	0.600	0.259	0.968
RPS23	EIF5	9606.ENSP00000296674	9606.ENSP00000216554	0	0	0	0	0.180	0.389	0	0.517	0.737
RPS23	EIF3E	9606.ENSP00000296674	9606.ENSP00000220849	0	0	0	0	0.584	0.838	0.600	0.219	0.976
RPS23	RPL18A	9606.ENSP00000296674	9606.ENSP00000222247	0	0	0	0	0.992	0.996	0.900	0.518	0.999
RPS23	RPL19	9606.ENSP00000296674	9606.ENSP00000225430	0	0	0.221	0	0.994	0.997	0.900	0.789	0.999
RPS23	DRG2	9606.ENSP00000296674	9606.ENSP00000225729	0	0	0.247	0	0.345	0	0	0	0.486
RPS23	RPS12	9606.ENSP00000296674	9606.ENSP00000230050	0.078	0	0	0	0.995	0.997	0.900	0.586	0.999
RPS23	EIF3K	9606.ENSP00000296674	9606.ENSP00000248342	0	0	0	0	0.297	0.823	0.600	0.103	0.949
RPS23	RPS16	9606.ENSP00000296674	9606.ENSP00000251453	0.135	0	0	0	0.989	0.996	0.900	0.801	0.999
RPS23	DHX29	9606.ENSP00000296674	9606.ENSP00000251636	0	0	0	0	0	0.150	0.720	0.538	0.880
RPS23	EIF2S3	9606.ENSP00000296674	9606.ENSP00000253039	0	0	0.267	0	0.381	0.905	0.600	0.439	0.988
RPS23	EIF3G	9606.ENSP00000296674	9606.ENSP00000253108	0	0	0	0	0.634	0.871	0.600	0.400	0.987
RPS23	EIF2S1	9606.ENSP00000296674	9606.ENSP00000256383	0	0	0	0	0.656	0.940	0.600	0.167	0.992
RPS23	RPL35	9606.ENSP00000296674	9606.ENSP00000259469	0.219	0	0	0	0.992	0.995	0	0.616	0.999
RPS23	EIF3J	9606.ENSP00000296674	9606.ENSP00000261868	0	0	0	0	0.076	0.905	0.600	0.320	0.973
RPS23	RPL8	9606.ENSP00000296674	9606.ENSP00000262584	0.167	0	0	0	0.992	0.996	0.900	0.811	0.999
RPS23	RPS11	9606.ENSP00000296674	9606.ENSP00000270625	0.219	0	0	0	0.993	0.996	0.900	0.652	0.999
RPS23	EIF2D	9606.ENSP00000296674	9606.ENSP00000271764	0	0	0	0	0.082	0.803	0	0.186	0.840
RPS23	RPS27A	9606.ENSP00000296674	9606.ENSP00000272317	0	0	0	0	0.966	0.995	0.900	0.195	0.999
RPS23	RPL37	9606.ENSP00000296674	9606.ENSP00000274242	0	0	0	0	0.906	0.987	0	0.575	0.999
RPS23	DENR	9606.ENSP00000296674	9606.ENSP00000280557	0	0	0	0	0.095	0.864	0	0.116	0.881
RPS23	EIF4A1	9606.ENSP00000296674	9606.ENSP00000293831	0	0	0	0	0.396	0.808	0	0.214	0.901
RPS23	DRG1	9606.ENSP00000296674	9606.ENSP00000329715	0	0	0.212	0	0.292	0	0	0	0.418
RPS23	EIF3CL	9606.ENSP00000296674	9606.ENSP00000370258	0	0	0	0	0.110	0.666	0	0.164	0.730
RPS23	EIF2S3L	9606.ENSP00000296674	9606.ENSP00000445077	0	0	0.267	0	0.122	0.547	0	0.281	0.762
RPS23	MCTS1	9606.ENSP00000296674	9606.ENSP00000360365	0	0	0	0	0.150	0.803	0	0.071	0.831
RPS23	EIF4G1	9606.ENSP00000296674	9606.ENSP00000416255	0	0	0	0	0.242	0.800	0	0.172	0.863
RPS23	ETF1	9606.ENSP00000296674	9606.ENSP00000353741	0.111	0	0	0	0.350	0.800	0	0.061	0.877
RPS23	GSPT1	9606.ENSP00000296674	9606.ENSP00000398131	0.093	0	0	0	0.141	0.841	0	0.142	0.880
RPS23	ENSP00000449026	9606.ENSP00000296674	9606.ENSP00000449026	0	0	0	0	0	0	0.900	0.210	0.917
RPS23	ENSP00000485567	9606.ENSP00000296674	9606.ENSP00000485567	0	0	0	0	0.299	0	0.900	0.209	0.939
RPS23	EIF3L	9606.ENSP00000296674	9606.ENSP00000485663	0	0	0	0	0.245	0.823	0.600	0.142	0.948
RPS23	EIF3M	9606.ENSP00000296674	9606.ENSP00000436049	0	0	0	0	0.475	0.823	0.600	0.089	0.961
RPS23	EIF3H	9606.ENSP00000296674	9606.ENSP00000429931	0	0	0	0	0.634	0.823	0.600	0.062	0.972
RPS23	EIF2S2	9606.ENSP00000296674	9606.ENSP00000364119	0	0	0	0	0.397	0.871	0.600	0.213	0.972
RPS23	EIF3C	9606.ENSP00000296674	9606.ENSP00000332604	0	0	0	0	0.336	0.911	0.600	0.199	0.978
RPS23	RPL22L1	9606.ENSP00000296674	9606.ENSP00000346080	0	0	0	0	0.817	0.767	0	0.593	0.981
RPS23	RPL26L1	9606.ENSP00000296674	9606.ENSP00000428223	0.135	0	0	0	0.829	0.789	0	0.597	0.985
RPS23	EIF3I	9606.ENSP00000296674	9606.ENSP00000362688	0	0	0	0	0.710	0.871	0.600	0.223	0.986
RPS23	EIF3B	9606.ENSP00000296674	9606.ENSP00000354125	0	0	0	0	0.430	0.871	0.600	0.602	0.986
RPS23	EIF3A	9606.ENSP00000296674	9606.ENSP00000358140	0	0	0	0	0.341	0.945	0.600	0.489	0.991
RPS23	EIF3F	9606.ENSP00000296674	9606.ENSP00000431800	0	0	0	0	0.899	0.823	0.600	0.217	0.993
RPS23	RPL9	9606.ENSP00000296674	9606.ENSP00000400467	0.219	0	0.215	0	0.994	0.996	0	0.772	0.999
RPS23	RPL32	9606.ENSP00000296674	9606.ENSP00000416429	0	0	0	0	0.968	0.995	0.900	0.544	0.999
RPS23	RPL30	9606.ENSP00000296674	9606.ENSP00000428085	0.219	0	0	0	0.981	0.997	0.900	0.763	0.999
RPS23	RPL15	9606.ENSP00000296674	9606.ENSP00000309334	0	0	0.226	0	0.991	0.997	0	0.774	0.999
RPS23	RPS26	9606.ENSP00000296674	9606.ENSP00000348849	0	0	0	0	0.986	0.996	0.900	0.826	0.999
RPS23	RPL35A	9606.ENSP00000296674	9606.ENSP00000419117	0	0	0	0	0.989	0.987	0	0.712	0.999
RPS23	RPL36	9606.ENSP00000296674	9606.ENSP00000464342	0	0	0	0	0.980	0.995	0.900	0.557	0.999
RPS23	RPS28	9606.ENSP00000296674	9606.ENSP00000472469	0	0	0	0	0.978	0.995	0.900	0.804	0.999
RPS23	RPL6	9606.ENSP00000296674	9606.ENSP00000403172	0.111	0	0	0	0.989	0.997	0.900	0.752	0.999
RPS23	RPLP1	9606.ENSP00000296674	9606.ENSP00000346037	0	0	0	0	0.969	0.996	0	0.494	0.999
RPS23	RPL17	9606.ENSP00000296674	9606.ENSP00000397798	0.111	0	0	0	0.981	0.991	0	0.250	0.999
RPS23	RPL39	9606.ENSP00000296674	9606.ENSP00000355315	0.048	0	0	0	0.929	0.987	0.900	0.720	0.999
RPS23	RPL36A	9606.ENSP00000296674	9606.ENSP00000404375	0	0	0	0	0.839	0.952	0.900	0.489	0.999
RPS23	RPL22	9606.ENSP00000296674	9606.ENSP00000346088	0	0	0	0	0.933	0.997	0	0.784	0.999
RPS23	RPL24	9606.ENSP00000296674	9606.ENSP00000377640	0	0	0	0	0.959	0.997	0.900	0.660	0.999
RPS23	RPL11	9606.ENSP00000296674	9606.ENSP00000363676	0.219	0	0	0	0.994	0.996	0.900	0.727	0.999
RPS23	RPL26	9606.ENSP00000296674	9606.ENSP00000463784	0.135	0	0	0	0.993	0.955	0	0.712	0.999
RPS23	RPL29	9606.ENSP00000296674	9606.ENSP00000418868	0	0	0	0	0.979	0.995	0	0.393	0.999
RPS23	RPLP0	9606.ENSP00000296674	9606.ENSP00000449328	0.167	0	0	0	0.986	0.996	0	0.541	0.999
RPS23	RPL18	9606.ENSP00000296674	9606.ENSP00000447001	0.219	0	0	0	0.963	0.997	0.900	0.446	0.999
RPS23	RPL38	9606.ENSP00000296674	9606.ENSP00000309830	0	0	0	0	0.981	0.994	0.900	0.580	0.999
RPS23	RPL10A	9606.ENSP00000296674	9606.ENSP00000363018	0.167	0	0	0	0.994	0.997	0.900	0.653	0.999
RPS23	RPS29	9606.ENSP00000296674	9606.ENSP00000379339	0.167	0	0	0	0.989	0.995	0.900	0.795	0.999
RPS23	RPS21	9606.ENSP00000296674	9606.ENSP00000345957	0	0	0	0	0.982	0.995	0.900	0.644	0.999
RPS23	RPSA	9606.ENSP00000296674	9606.ENSP00000346067	0.092	0	0	0	0.956	0.990	0.900	0.648	0.999
RPS23	RPL31	9606.ENSP00000296674	9606.ENSP00000386717	0	0	0	0	0.986	0.997	0.900	0.683	0.999
RPS26	EIF3D	9606.ENSP00000348849	9606.ENSP00000216190	0	0	0	0	0.577	0.822	0.600	0.203	0.972
RPS26	EIF5	9606.ENSP00000348849	9606.ENSP00000216554	0	0	0	0	0.218	0.389	0	0.160	0.564
RPS26	EIF3E	9606.ENSP00000348849	9606.ENSP00000220849	0	0	0	0	0.599	0.822	0.600	0.293	0.977
RPS26	RPL18A	9606.ENSP00000348849	9606.ENSP00000222247	0.054	0	0	0	0.993	0.996	0.900	0.469	0.999
RPS26	RPL19	9606.ENSP00000348849	9606.ENSP00000225430	0	0	0	0	0.992	0.997	0.900	0.739	0.999
RPS26	DRG2	9606.ENSP00000348849	9606.ENSP00000225729	0	0	0	0	0.517	0	0	0	0.517
RPS26	RPS12	9606.ENSP00000348849	9606.ENSP00000230050	0	0	0	0	0.996	0.997	0.900	0.311	0.999
RPS26	EIF3K	9606.ENSP00000348849	9606.ENSP00000248342	0	0	0	0	0.526	0.838	0.600	0.087	0.968
RPS26	RPS16	9606.ENSP00000348849	9606.ENSP00000251453	0	0	0	0	0.992	0.996	0.900	0.614	0.999
RPS26	DHX29	9606.ENSP00000348849	9606.ENSP00000251636	0	0	0	0	0.062	0	0.720	0.193	0.769
RPS26	EIF2S3	9606.ENSP00000348849	9606.ENSP00000253039	0	0	0	0	0.558	0.800	0.600	0.079	0.963
RPS26	EIF3G	9606.ENSP00000348849	9606.ENSP00000253108	0	0	0	0	0.649	0.871	0.600	0.460	0.988
RPS26	EIF2S1	9606.ENSP00000348849	9606.ENSP00000256383	0	0	0	0	0.841	0.822	0.600	0.139	0.988
RPS26	MDM2	9606.ENSP00000348849	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0.474	0.599
RPS26	RPL35	9606.ENSP00000348849	9606.ENSP00000259469	0	0	0	0	0.991	0.995	0	0.762	0.999
RPS26	EIF3J	9606.ENSP00000348849	9606.ENSP00000261868	0	0	0	0	0.090	0.871	0.600	0.237	0.959
RPS26	RPL8	9606.ENSP00000348849	9606.ENSP00000262584	0	0	0	0	0.992	0.996	0.900	0.634	0.999
RPS26	RPS11	9606.ENSP00000348849	9606.ENSP00000270625	0	0	0	0	0.992	0.997	0.900	0.550	0.999
RPS26	EIF2D	9606.ENSP00000348849	9606.ENSP00000271764	0	0	0	0	0.101	0.800	0	0.158	0.835
RPS26	RPS27A	9606.ENSP00000348849	9606.ENSP00000272317	0	0	0	0	0.945	0.995	0.900	0.720	0.999
RPS26	RPL37	9606.ENSP00000348849	9606.ENSP00000274242	0	0	0	0	0.871	0.987	0	0.723	0.999
RPS26	DENR	9606.ENSP00000348849	9606.ENSP00000280557	0	0	0	0	0.077	0.871	0	0.101	0.884
RPS26	EIF4A1	9606.ENSP00000348849	9606.ENSP00000293831	0	0	0	0	0.683	0.831	0	0.238	0.956
RPS26	RPS23	9606.ENSP00000348849	9606.ENSP00000296674	0	0	0	0	0.986	0.996	0.900	0.826	0.999
RPS26	RPL15	9606.ENSP00000348849	9606.ENSP00000309334	0	0	0	0	0.992	0.997	0	0.797	0.999
RPS26	RPL38	9606.ENSP00000348849	9606.ENSP00000309830	0	0	0	0	0.971	0.994	0.900	0.809	0.999
RPS26	EIF4A2	9606.ENSP00000348849	9606.ENSP00000326381	0	0	0	0	0.452	0.061	0	0.243	0.576
RPS26	EIF3C	9606.ENSP00000348849	9606.ENSP00000332604	0	0	0	0	0.342	0.911	0.600	0.326	0.982
RPS26	ZC3H15	9606.ENSP00000348849	9606.ENSP00000338788	0	0	0	0	0.264	0	0	0.600	0.693
RPS26	RPS21	9606.ENSP00000348849	9606.ENSP00000345957	0	0	0	0	0.970	0.995	0.900	0.691	0.999
RPS26	RPLP1	9606.ENSP00000348849	9606.ENSP00000346037	0	0	0	0	0.958	0.996	0	0.588	0.999
RPS26	RPSA	9606.ENSP00000348849	9606.ENSP00000346067	0	0	0	0	0.988	0.992	0.900	0.592	0.999
RPS26	RPL22L1	9606.ENSP00000348849	9606.ENSP00000346080	0	0	0	0	0.749	0.766	0	0.254	0.952
RPS26	RPL22	9606.ENSP00000348849	9606.ENSP00000346088	0	0	0	0	0.933	0.997	0	0.475	0.999
RPS26	EIF3CL	9606.ENSP00000348849	9606.ENSP00000370258	0	0	0	0	0.089	0.667	0	0.200	0.736
RPS26	MCTS1	9606.ENSP00000348849	9606.ENSP00000360365	0	0	0	0	0.205	0.800	0	0.103	0.844
RPS26	EIF4G1	9606.ENSP00000348849	9606.ENSP00000416255	0	0	0	0	0.158	0.812	0	0.150	0.854
RPS26	GSPT1	9606.ENSP00000348849	9606.ENSP00000398131	0	0	0	0	0.185	0.840	0	0.088	0.870
RPS26	ETF1	9606.ENSP00000348849	9606.ENSP00000353741	0	0	0	0	0.418	0.800	0	0.424	0.927
RPS26	ENSP00000449026	9606.ENSP00000348849	9606.ENSP00000449026	0	0	0	0	0	0	0.900	0.465	0.944
RPS26	EIF3L	9606.ENSP00000348849	9606.ENSP00000485663	0	0	0	0	0.313	0.822	0.600	0.101	0.950
RPS26	ENSP00000485567	9606.ENSP00000348849	9606.ENSP00000485567	0	0	0	0	0.213	0	0.900	0.465	0.954
RPS26	EIF3H	9606.ENSP00000348849	9606.ENSP00000429931	0	0	0	0	0.393	0.822	0.600	0.307	0.966
RPS26	EIF2S2	9606.ENSP00000348849	9606.ENSP00000364119	0	0	0	0	0.545	0.842	0.600	0.177	0.973
RPS26	EIF3B	9606.ENSP00000348849	9606.ENSP00000354125	0	0	0	0	0.671	0.871	0.600	0.161	0.983
RPS26	EIF3M	9606.ENSP00000348849	9606.ENSP00000436049	0	0	0	0	0.766	0.822	0.600	0.122	0.983
RPS26	EIF3F	9606.ENSP00000348849	9606.ENSP00000431800	0	0	0	0	0.823	0.828	0.600	0.178	0.988
RPS26	EIF3A	9606.ENSP00000348849	9606.ENSP00000358140	0	0	0	0	0.528	0.933	0.600	0.293	0.989
